20190411,31250,31300,30800,31400,18436,63.49,47.03,0.11,-4252,-426,4600,537062
20190410,31200,31100,30900,31350,15051,51.09,47.03,0.09,2706,-959,-1798,536203
20190409,31100,30650,30500,31200,31083,187.21,47.01,0.18,6001,7226,-13021,534484
20190408,30400,30450,30200,30600,16641,31.29,47.01,0.1,-129,-1163,1113,522454
20190405,30200,30500,29900,30550,20944,61.02,47.01,0.12,-3506,-2074,5580,519017
20190404,30300,30550,30050,30550,10256,35.29,47.03,0.06,-1439,599,1000,520736
20190403,30500,30350,30200,30850,39061,98.17,47.04,0.23,10481,899,-11480,524173
20190402,30350,30300,30000,30700,22981,68.08,46.98,0.13,8439,-9450,1011,521595
20190401,30250,29650,29200,30350,31519,66.54,46.93,0.18,3207,11947,-10546,519876
20190329,29550,29000,28900,29600,14794,197.38,46.91,0.09,-2728,2564,164,507846
20190328,28850,29200,28700,29250,14139,44.03,47.01,0.08,-1371,2251,-880,495816
20190327,29250,29150,29000,29400,17602,72.04,47.02,0.1,1075,3859,-4934,502690
20190326,29000,29050,28900,29600,23912,69.71,47.01,0.14,303,-1567,2995,498394
20190325,28950,29850,28950,29850,33312,19.9,47.01,0.19,-4457,-8076,14105,497534
20190322,30300,30000,29300,30500,32690,153.2,47.04,0.19,-5938,3684,3118,520736
20190321,30150,30550,29750,30650,29018,73.27,47.07,0.17,5917,5124,-11202,518158
20190320,30500,30550,30150,30650,19285,212.86,47.03,0.11,1054,3722,-4774,524173
20190319,30400,30900,30150,30900,20527,52.15,47.0,0.12,2974,2744,-5670,522454
20190318,30700,30400,30400,30950,20688,185.23,46.98,0.12,1975,6287,-7856,527610
20190315,30050,30900,30050,30900,55493,238.68,46.91,0.32,-25819,11197,9643,516439
20190314,30850,30150,30050,31000,30765,268.46,47.06,0.18,7084,9126,-16265,530188
20190313,30100,29900,29500,30250,28239,86.94,47.02,0.16,-5704,-2109,7713,517298
20190312,29900,30000,29550,30050,28176,59.65,47.0,0.16,-15002,4810,9411,513861
20190311,30000,29400,28900,30150,33063,226.29,47.09,0.19,963,9771,-10719,515580
20190308,29500,30000,29300,30000,15678,64.86,47.08,0.09,-3871,4002,-131,506987
20190307,29700,29750,29550,30250,48444,96.06,47.1,0.28,-1482,15464,-13982,510424
20190306,29600,28450,28350,29750,67001,224.53,47.11,0.39,14597,16106,-31105,508705
20190305,28250,28450,28200,28500,14538,45.77,47.02,0.08,-4460,-2688,7148,485504
20190304,28500,28550,28400,28800,13501,55.27,47.1,0.08,-3301,-910,4212,489801
20190228,28500,28950,28450,29300,19915,72.26,47.13,0.12,-2395,5136,-2429,489801
20190227,28850,28150,28150,28900,24899,145.71,47.15,0.14,1574,2057,-3584,495816
20190226,28250,28350,28100,28500,22619,82.01,47.14,0.13,-2112,4417,-2306,485504
20190225,28300,28900,28150,28950,25816,35.77,47.15,0.15,-2389,-6291,8684,486364
20190222,28950,29100,28850,29250,11104,87.95,47.16,0.06,-1197,1786,-289,497534
20190221,29100,29000,28500,29150,26238,51.65,47.17,0.15,-3797,1973,1820,500112
20190220,28900,29050,28800,29250,16440,52.99,47.22,0.1,-2467,-1207,3674,496675
20190219,29150,29350,28750,29350,12523,77.19,47.23,0.07,-1840,-1024,2864,500972
20190218,29200,29200,28900,29350,41771,116.19,47.22,0.24,14645,1455,-16103,501831
20190215,28900,29200,28600,29200,25612,53.12,47.13,0.15,4829,-3862,-967,496675
20190214,28900,28900,28600,29200,37908,77.28,47.1,0.22,21321,-10441,-10875,496675
20190213,28700,29050,28550,29500,69049,94.05,46.98,0.4,18979,-1616,-17147,493238
20190212,28750,27950,27900,29050,73446,216.55,46.87,0.43,27211,2996,-30866,494097
20190211,27750,26450,26350,27900,50003,185.99,46.71,0.29,16344,-1573,-14773,476911
