180, 1
181, 1
182, 0
183, 0
184, 1
185, 0
186, 2
187, 2
188, 1
189, 2
190, 2
191, 0
192, 1
193, 0
194, 0
195, 2
196, 0
197, 2
198, 0
199, 1
200, 0
201, 1
202, 0
203, 2
204, 2
205, 1
206, 0
207, 2
208, 2
209, 2
210, 2
211, 2
212, 1
213, 2
214, 2
215, 2
216, 2
217, 2
218, 2
219, 2
220, 1
221, 2
222, 2
223, 1
224, 2
225, 1
226, 2
227, 0
228, 1
229, 2
230, 2
231, 1
232, 2
233, 2
234, 2
235, 1
236, 2
237, 0
238, 1
239, 1
240, 1
241, 0
242, 2
243, 2
244, 2
245, 2
246, 1
247, 2
248, 2
249, 2
250, 2
251, 2
252, 2
253, 2
254, 2
255, 2
256, 0
257, 2
258, 1
259, 2
260, 2
261, 0
262, 0
263, 0
264, 2
265, 2
266, 0
267, 2
268, 0
269, 2
270, 2
271, 2
272, 2
273, 2
274, 2
275, 2
276, 2
277, 2
278, 2
279, 0
280, 1
281, 0
282, 2
283, 2
284, 2
285, 0
286, 1
287, 2
288, 2
289, 0
290, 0
291, 1
292, 0
293, 0
294, 0
295, 1
296, 1
297, 1
298, 2
299, 0
300, 1
301, 0
302, 0
303, 0
304, 0
305, 0
306, 1
307, 1
308, 1
309, 0
310, 1
311, 0
312, 0
313, 2
314, 0
315, 1
316, 0
317, 1
318, 1
319, 1
320, 1
321, 1
322, 0
323, 0
324, 1
325, 0
326, 2
327, 2
328, 1
329, 1
330, 0
331, 0
332, 1
333, 0
334, 1
335, 2
336, 1
337, 2
338, 0
339, 2
340, 1
341, 2
342, 1
343, 2
344, 1
345, 1
346, 2
347, 2
348, 2
349, 1
350, 0
351, 0
352, 2
353, 1
354, 1
355, 0
356, 2
357, 1
358, 1
359, 1
360, 0
361, 0
362, 1
363, 0
364, 0
365, 1
366, 1
367, 1
368, 0
369, 2
370, 1
371, 2
372, 0
373, 0
374, 0
375, 1
376, 0
377, 1
378, 1
379, 0
380, 0
381, 1
382, 0
383, 1
384, 1
385, 0
386, 0
387, 1
388, 1
389, 0
390, 1
391, 1
392, 2
393, 1
394, 0
395, 1
396, 0
397, 1
398, 2
399, 2
400, 0
401, 2
402, 0
403, 0
404, 1
405, 2
406, 1
407, 0
408, 1
409, 2
410, 0
411, 1
412, 2
413, 0
414, 1
415, 1
416, 1
417, 0
418, 2
419, 0
420, 2
421, 2
422, 1
423, 0
424, 0
425, 1
426, 1
427, 2
428, 1
429, 0
430, 1
431, 2
432, 0
433, 0
434, 1
435, 1
436, 0
437, 1
438, 0
439, 2
440, 0
441, 2
442, 1
443, 0
444, 1
445, 2
446, 2
447, 0
448, 2
449, 2
450, 2
451, 1
452, 1
453, 1
454, 0
455, 2
456, 0
457, 1
458, 2
459, 2
460, 1
461, 2
462, 0
463, 2
464, 0
465, 1
466, 2
467, 2
468, 2
469, 1
470, 2
471, 2
472, 1
473, 0
474, 2
475, 2
476, 0
477, 1
478, 0
479, 1
480, 1
481, 1
482, 2
483, 0
484, 2
485, 0
486, 1
487, 0
488, 2
489, 1
490, 0
491, 2
492, 0
493, 0
494, 2
495, 0
496, 1
497, 1
498, 0
499, 0
500, 1
501, 0
502, 2
503, 2
504, 2
505, 1
506, 0
507, 2
508, 1
509, 1
510, 0
511, 2
512, 2
513, 2
514, 0
515, 1
516, 0
517, 0
518, 2
519, 2
520, 2
521, 1
522, 0
523, 1
524, 0
525, 2
526, 1
527, 0
528, 2
529, 0
530, 0
531, 0
532, 1
533, 1
534, 0
535, 1
536, 0
537, 1
538, 1
539, 0
540, 0
541, 0
542, 2
543, 0
544, 0
545, 0
546, 0
547, 1
548, 1
549, 1
550, 1
551, 0
552, 1
553, 1
554, 0
555, 1
556, 0
557, 2
558, 2
559, 1
560, 2
561, 2
562, 1
563, 1
564, 0
565, 0
566, 1
567, 1
568, 1
569, 2
570, 1
571, 0
572, 0
573, 1
574, 1
575, 2
576, 2
577, 0
578, 1
579, 2
580, 1
581, 2
582, 2
583, 2
584, 0
585, 0
586, 2
587, 0
588, 2
589, 1
590, 0
591, 1
592, 1
593, 2
594, 2
595, 0
596, 0
597, 2
598, 1
599, 2
600, 2
601, 0
602, 2
603, 1
604, 2
605, 2
606, 0
607, 0
608, 0
609, 1
610, 1
611, 1
612, 0
613, 1
614, 0
615, 0
616, 0
617, 1
618, 1
619, 2
620, 1
621, 0
622, 1
623, 2
624, 1
625, 2
626, 0
627, 1
628, 0
629, 1
630, 1
631, 0
632, 2
633, 2
634, 1
635, 1
636, 0
637, 0
638, 0
639, 2
640, 1
641, 1
642, 1
643, 0
644, 0
645, 2
646, 1
647, 1
648, 1
649, 2
650, 0
651, 0
652, 0
653, 2
654, 0
655, 2
656, 0
657, 1
658, 2
659, 1
660, 0
661, 0
662, 0
663, 0
664, 1
665, 1
666, 1
667, 0
668, 2
669, 1
670, 0
671, 2
672, 0
673, 1
674, 1
675, 0
676, 0
677, 1
678, 0
679, 2
680, 1
681, 2
682, 2
683, 0
684, 0
685, 1
686, 0
687, 1
688, 0
689, 2
690, 1
691, 2
692, 2
693, 1
694, 0
695, 1
696, 0
697, 0
698, 1
699, 0
700, 1
701, 1
702, 0
703, 1
704, 0
705, 0
706, 2
707, 1
708, 2
709, 2
710, 2
711, 2
712, 2
713, 2
714, 2
715, 0
716, 1
717, 0
718, 2
719, 2
720, 2
721, 1
722, 2
723, 0
724, 0
725, 2
726, 1
727, 2
728, 2
729, 2
730, 1
731, 2
732, 0
733, 0
734, 0
735, 0
736, 0
737, 0
738, 2
739, 2
740, 0
741, 1
742, 0
743, 0
744, 1
745, 1
746, 0
747, 1
748, 1
749, 1
750, 0
751, 1
752, 2
753, 2
754, 1
755, 0
756, 2
757, 2
758, 0
759, 1
760, 2
761, 2
762, 2
763, 1
764, 2
765, 2
766, 0
767, 2
768, 2
769, 2
770, 1
771, 2
772, 2
773, 1
774, 1
775, 2
776, 2
777, 1
778, 2
779, 2
780, 0
781, 1
782, 2
783, 1
784, 1
785, 1
786, 0
787, 1
788, 2
789, 2
790, 1
791, 2
792, 0
793, 0
794, 1
795, 1
796, 0
797, 0
798, 1
799, 0
800, 0
801, 1
802, 2
803, 0
804, 1
805, 1
806, 2
807, 2
808, 0
809, 2
